CustomerID,invoices,items,unique_products,total_spend,avg_line_value,recency_days,tenure_days,purchase_rate,Country,RepeatBuyer
12405,1,857,54,1710.39,31.67388888888889,148,0,1.0,Finland,0
12406,2,1818,92,3415.3,32.52666666666667,21,161,0.012422360248447204,Denmark,1
12407,5,1416,57,1708.1200000000001,22.183376623376624,49,214,0.02336448598130841,Belgium,1
12408,5,1409,81,2888.55,27.51,32,227,0.022026431718061675,Belgium,1
12409,3,5551,91,11072.67,101.58412844036697,78,103,0.02912621359223301,Switzerland,1
12410,2,211,26,693.3299999999999,26.666538461538458,308,0,2.0,Switzerland,1
12412,3,829,43,1226.88,20.112786885245903,74,94,0.031914893617021274,Denmark,1
12413,3,286,29,758.1,19.95,66,270,0.011111111111111112,France,1
12414,3,300,16,562.41,31.244999999999997,216,93,0.03225806451612903,Austria,1
12415,21,74418,438,112959.13,160.68155049786628,23,313,0.0670926517571885,Australia,1
12417,9,1552,158,3649.1,19.005729166666665,2,354,0.025423728813559324,Belgium,1
12418,1,407,34,668.58,19.664117647058823,112,0,1.0,Switzerland,0
12420,1,345,29,600.39,20.70310344827586,63,0,1.0,Cyprus,0
12421,4,484,32,807.04,17.93422222222222,15,303,0.013201320132013201,Spain,1
12422,3,370,39,803.5600000000001,20.604102564102565,95,229,0.013100436681222707,Australia,1
12423,8,1339,97,1859.31,14.87448,0,352,0.022727272727272728,Belgium,1
12424,2,740,30,1760.96,58.69866666666667,162,0,2.0,Australia,1
12425,1,496,36,777.2,21.58888888888889,77,0,1.0,Portugal,0
12426,1,258,30,582.73,19.424333333333333,194,0,1.0,Germany,0
12427,3,533,26,825.8,26.638709677419353,21,349,0.008595988538681949,Germany,1
12428,9,3536,258,7956.46,27.062789115646257,25,257,0.03501945525291829,Finland,1
12429,4,1557,82,3750.4,38.66391752577319,8,356,0.011235955056179775,Denmark,1
12430,1,117,11,256.4,23.30909090909091,42,0,1.0,Norway,0
12431,15,2906,163,6487.45,27.606170212765957,35,338,0.04437869822485207,Australia,1
12432,5,1801,107,5059.32,46.845555555555556,42,129,0.03875968992248062,Norway,1
12433,7,11071,219,13375.87,31.847309523809525,0,372,0.01881720430107527,Norway,1
12434,2,394,46,806.14,16.122799999999998,84,175,0.011428571428571429,Australia,1
12435,2,2055,31,7829.89,217.49694444444447,79,188,0.010638297872340425,Denmark,1
12436,1,211,16,509.01,31.813125,99,0,1.0,Norway,0
12437,18,2922,118,4951.41,24.88145728643216,1,329,0.0547112462006079,France,1
12438,2,1180,84,2906.85,29.66173469387755,13,125,0.016,Norway,1
12441,1,121,11,173.55,15.77727272727273,366,0,1.0,France,0
12442,1,182,12,172.06,14.338333333333333,2,0,1.0,Spain,0
12444,5,1153,138,5005.46,28.440113636363638,20,149,0.03355704697986577,Norway,1
12445,1,62,4,133.4,33.35,21,0,1.0,Spain,0
12446,1,351,57,1002.3100000000001,17.584385964912283,57,0,1.0,RSA,0
12447,1,190,26,476.49,18.326538461538462,242,0,1.0,Belgium,0
12448,1,243,22,449.45,20.429545454545455,43,0,1.0,Spain,0
12449,4,1553,118,4067.29,21.294712041884818,21,164,0.024390243902439025,Belgium,1
12450,2,128,7,197.88,24.735,155,17,0.11764705882352941,Spain,1
12451,5,6575,265,9035.52,25.524067796610172,10,313,0.01597444089456869,Switzerland,1
12452,2,185,21,430.57,19.571363636363635,16,0,2.0,Switzerland,1
12453,1,473,43,707.09,16.443953488372095,133,0,1.0,Austria,0
12454,1,1006,15,3528.34,235.22266666666667,55,0,1.0,Spain,0
12455,6,2089,85,2466.86,27.409555555555556,72,223,0.026905829596412557,Spain,1
12456,3,1633,105,3181.04,25.44832,43,210,0.014285714285714285,Switzerland,1
12457,7,843,53,2363.23,38.11661290322581,65,172,0.040697674418604654,Switzerland,1
12458,2,506,35,947.4,24.931578947368422,70,213,0.009389671361502348,Switzerland,1
12461,2,287,35,826.88,23.62514285714286,93,60,0.03333333333333333,Switzerland,1
12462,2,536,51,1189.59,19.186935483870965,18,284,0.007042253521126761,Spain,1
12463,4,776,65,1344.78,16.202168674698793,52,188,0.02127659574468085,Belgium,1
12464,8,112,6,1212.05,41.79482758620689,9,299,0.026755852842809364,Belgium,1
12465,2,479,46,742.1899999999999,15.79127659574468,16,152,0.013157894736842105,Belgium,1
12468,2,366,36,729.5400000000001,19.19842105263158,187,128,0.015625,Germany,1
12471,30,8132,150,18948.05,41.28115468409586,1,362,0.08287292817679558,Germany,1
12472,7,4148,219,6572.11,19.386755162241887,31,336,0.020833333333333332,Germany,1
12473,5,2439,140,3938.5499999999997,23.443749999999998,28,162,0.030864197530864196,Germany,1
12474,18,4847,253,7375.79,17.395731132075472,16,312,0.057692307692307696,Germany,1
12475,1,535,36,723.38,20.093888888888888,53,0,1.0,Germany,0
12476,11,2408,177,6816.42,29.255021459227468,15,345,0.03188405797101449,Germany,1
12477,6,3653,191,13219.74,44.065799999999996,22,278,0.02158273381294964,Germany,1
12478,1,236,36,680.99,18.91638888888889,3,0,1.0,Greece,0
12479,1,385,31,527.2,17.006451612903227,10,0,1.0,Germany,0
12480,4,1707,129,3281.63,21.309285714285714,27,307,0.013029315960912053,Germany,1
12481,10,3304,150,5596.32,25.789493087557602,22,342,0.029239766081871343,Germany,1
12483,8,1110,46,2484.98,33.133066666666664,16,322,0.024844720496894408,Sweden,1
12484,6,2191,256,4541.72,13.126358381502891,32,303,0.019801980198019802,Spain,1
12488,3,529,46,1298.66,23.612000000000002,9,65,0.046153846153846156,France,1
12489,1,105,15,334.93,22.328666666666667,335,0,1.0,France,0
12490,10,3064,131,5417.93,22.114,4,324,0.030864197530864196,France,1
12491,1,260,25,460.40000000000003,17.70769230769231,38,0,1.0,France,0
12492,2,192,19,263.21000000000004,13.160500000000003,62,42,0.047619047619047616,Germany,1
12493,2,207,20,433.74,19.715454545454545,165,31,0.06451612903225806,France,1
12494,7,707,63,1246.1000000000001,16.183116883116885,15,349,0.02005730659025788,France,1
12497,1,1236,14,1043.1,74.50714285714285,81,0,1.0,Germany,0
12498,3,159,21,403.70000000000005,17.55217391304348,20,36,0.08333333333333333,Germany,1
12500,11,2678,34,4257.82,69.80032786885245,22,310,0.035483870967741936,Germany,1
12501,1,1783,149,2169.39,14.559664429530201,336,0,1.0,Germany,0
12502,5,820,102,3723.87,25.332448979591835,95,214,0.02336448598130841,Spain,1
12504,2,90,6,482.04999999999995,53.5611111111111,17,12,0.16666666666666666,Germany,1
12506,1,23,23,73.5,3.1956521739130435,232,0,1.0,France,0
12507,3,894,19,1304.81,62.13380952380952,133,164,0.018292682926829267,Spain,1
12508,2,272,57,398.27,5.772028985507246,25,2,1.0,France,1
12509,1,55,7,176.5,25.214285714285715,283,0,1.0,France,0
12510,2,353,29,982.5699999999999,29.774848484848484,142,182,0.01098901098901099,Spain,1
12512,2,99,31,138.03,4.059705882352941,65,0,2.0,Israel,1
12513,1,462,35,612.29,17.494,112,0,1.0,France,0
12514,1,440,51,1017.68,19.954509803921567,266,0,1.0,Italy,0
12515,1,131,16,383.7,23.98125,352,0,1.0,Italy,0
12516,2,875,20,1312.06,50.46384615384615,77,102,0.0196078431372549,Germany,1
12517,5,1371,232,2502.84,8.812816901408452,27,161,0.031055900621118012,Germany,1
12518,5,1318,84,2056.89,16.58782258064516,0,109,0.045871559633027525,Germany,1
12519,1,183,17,340.84,18.935555555555553,63,0,1.0,Germany,0
12520,5,1439,121,2634.26,17.330657894736845,78,194,0.02577319587628866,Germany,1
12521,1,309,38,599.68,15.781052631578946,142,0,1.0,Germany,0
12522,2,194,11,192.72,16.06,38,12,0.16666666666666666,Germany,1
12523,11,865,84,1789.77,16.884622641509434,18,312,0.035256410256410256,France,1
12524,8,3699,113,4485.72,31.150833333333335,8,324,0.024691358024691357,Germany,1
12526,3,632,64,1316.66,18.54450704225352,0,93,0.03225806451612903,Germany,1
12527,3,234,18,348.71000000000004,19.37277777777778,81,243,0.012345679012345678,Germany,1
12528,6,756,50,1933.48,21.01608695652174,8,303,0.019801980198019802,Germany,1
12530,4,913,51,1662.28,25.186060606060607,59,277,0.01444043321299639,Germany,1
12531,1,45,17,125.22,7.365882352941177,14,0,1.0,Germany,0
12532,1,153,16,349.83000000000004,21.864375000000003,29,0,1.0,France,0
12534,1,651,63,1089.18,17.28857142857143,130,0,1.0,Germany,0
12535,2,219,28,716.35,21.069117647058825,91,94,0.02127659574468085,France,1
12536,1,2801,259,4279.71,16.523976833976835,58,0,1.0,France,0
12538,1,191,21,363.95,17.33095238095238,28,0,1.0,Spain,0
12539,4,2067,157,5568.35,20.396886446886448,21,311,0.012861736334405145,Spain,1
12540,17,6685,277,13400.24,28.03397489539749,19,342,0.049707602339181284,Spain,1
12541,3,680,46,981.18,18.868846153846153,29,251,0.01195219123505976,Spain,1
12544,1,136,19,372.7,19.61578947368421,35,0,1.0,Spain,0
12545,2,523,42,1000.39,20.0078,74,184,0.010869565217391304,Spain,1
12546,2,633,59,1161.5,16.833333333333332,46,31,0.06451612903225806,Spain,1
12547,2,134,7,207.79999999999998,25.974999999999998,197,82,0.024390243902439025,Spain,1
12548,1,49,5,95.19999999999999,19.04,165,0,1.0,Spain,0
12550,1,569,57,964.83,16.92684210526316,78,0,1.0,Spain,0
12551,1,100,10,168.0,16.8,357,0,1.0,Spain,0
12552,2,88,20,437.82,21.891,38,0,2.0,Italy,1
12553,10,1965,95,3692.28,19.33130890052356,7,321,0.03115264797507788,France,1
12556,2,358,100,603.71,4.989338842975207,49,100,0.02,Spain,1
12557,5,2296,13,4420.16,163.70962962962963,15,355,0.014084507042253521,Spain,1
12558,1,196,11,269.96,24.54181818181818,7,0,1.0,USA,0
12559,2,283,21,561.71,26.74809523809524,310,8,0.25,Germany,1
12560,3,1110,91,2134.01,20.323904761904764,4,137,0.021897810218978103,Germany,1
12561,1,177,16,238.85,14.928125,302,0,1.0,Germany,0
12562,7,1779,99,3781.7400000000002,22.510357142857146,7,190,0.03684210526315789,France,1
12564,1,133,21,456.9,21.757142857142856,260,0,1.0,France,0
12565,1,80,9,145.92,16.21333333333333,288,0,1.0,Saudi Arabia,0
12566,1,265,19,351.65,18.507894736842104,85,0,1.0,Germany,0
12567,10,4305,323,9401.28,21.079103139013455,22,346,0.028901734104046242,France,1
12569,32,1801,92,4124.69,21.939840425531912,1,250,0.128,Germany,1
12571,2,523,31,519.61,15.28264705882353,39,81,0.024691358024691357,France,1
12572,2,452,53,1020.42,17.006999999999998,8,43,0.046511627906976744,Germany,1
12573,1,84,26,160.54000000000002,5.733571428571429,226,0,1.0,France,0
12574,1,61,11,218.45,19.85909090909091,315,0,1.0,France,0
12576,5,967,72,1315.83,14.952613636363635,35,268,0.018656716417910446,Poland,1
12577,3,472,137,657.8,4.474829931972788,34,323,0.009287925696594427,France,1
12578,2,1196,111,2794.51,24.51324561403509,20,308,0.006493506493506494,Italy,1
12579,1,285,29,440.42,15.18689655172414,77,0,1.0,France,0
12580,1,238,24,415.7,17.320833333333333,246,0,1.0,Germany,0
12581,1,161,15,197.71,13.180666666666667,39,0,1.0,Germany,0
12582,2,300,21,511.36,23.243636363636366,238,49,0.04081632653061224,Finland,1
12583,15,5060,115,7281.38,29.47927125506073,2,370,0.04054054054054054,France,1
12584,9,416,44,2338.15,24.355729166666666,3,276,0.03260869565217391,Italy,1
12585,2,1279,77,2040.1,23.44942528735632,233,117,0.017094017094017096,Germany,1
12586,1,79,11,196.94000000000003,17.903636363636366,16,0,1.0,Italy,0
12587,1,51,4,144.0,36.0,7,0,1.0,Finland,0
12588,1,53,10,214.89999999999998,21.49,38,0,1.0,Finland,0
12589,2,306,29,646.68,18.47657142857143,28,115,0.017391304347826087,France,1
12590,2,4283,68,9864.26,145.06264705882353,210,0,2.0,Germany,1
12591,1,228,26,452.84999999999997,17.41730769230769,316,0,1.0,Italy,0
12592,2,290,11,437.6,24.311111111111114,91,121,0.01652892561983471,Germany,1
12593,3,206,14,418.09999999999997,19.909523809523808,108,110,0.02727272727272727,France,1
12594,10,1777,50,3338.2200000000003,28.290000000000003,37,285,0.03508771929824561,Italy,1
12596,2,474,25,618.27,22.898888888888887,50,190,0.010526315789473684,Spain,1
12597,4,2236,184,3811.22,18.50106796116505,18,248,0.016129032258064516,Spain,1
12598,8,1964,84,3023.08,22.902121212121212,9,275,0.02909090909090909,France,1
12599,7,956,32,1032.58,16.654516129032256,28,275,0.025454545454545455,France,1
12600,10,774,32,2599.04,40.61,28,342,0.029239766081871343,Germany,1
12601,5,245,21,577.0600000000001,20.609285714285715,189,142,0.035211267605633804,Germany,1
12602,1,162,12,153.12,12.76,58,0,1.0,France,0
12603,1,63,2,739.1999999999999,369.59999999999997,21,0,1.0,Germany,0
12604,2,201,15,254.18,15.88625,78,182,0.01098901098901099,France,1
12607,1,1228,101,1579.51,15.63871287128713,59,0,1.0,USA,0
12609,3,648,57,1126.85,18.78083333333333,77,240,0.0125,Germany,1
12610,5,1049,85,2099.54,19.80698113207547,22,103,0.04854368932038835,Italy,1
12611,1,846,65,1193.32,18.35876923076923,51,0,1.0,Italy,0
12612,1,262,19,704.0400000000001,37.054736842105264,73,0,1.0,Germany,0
12613,5,1644,124,3344.38,21.858692810457516,56,204,0.024509803921568627,Germany,1
12614,1,76,20,315.6,15.780000000000001,277,0,1.0,Germany,0
12615,4,1376,82,2291.19,21.820857142857143,1,166,0.024096385542168676,France,1
12616,2,284,25,713.3,22.290625,94,202,0.009900990099009901,France,1
12617,1,213,39,355.53,8.465,28,0,1.0,France,0
12618,1,96,11,177.31,16.11909090909091,21,0,1.0,Italy,0
12619,9,3378,50,3641.24,40.45822222222222,15,237,0.0379746835443038,Germany,1
12620,3,1181,89,1339.41,14.558804347826088,14,189,0.015873015873015872,France,1
12621,20,7440,261,13689.67,29.31406852248394,1,364,0.054945054945054944,Germany,1
12622,1,69,11,180.1,16.37272727272727,231,0,1.0,Germany,0
12623,1,191,18,305.1,16.950000000000003,275,0,1.0,Germany,0
12624,2,355,36,641.13,16.87184210526316,105,71,0.028169014084507043,France,1
12625,2,1612,73,2683.82,31.207209302325584,211,107,0.018691588785046728,Germany,1
12626,9,3453,232,6620.48,22.51863945578231,22,303,0.0297029702970297,Germany,1
12627,7,2752,162,4478.53,19.47186956521739,10,129,0.05426356589147287,Germany,1
12628,3,448,34,786.46,19.181951219512197,3,60,0.05,Germany,1
12630,2,548,60,1270.88,19.8575,9,34,0.058823529411764705,Finland,1
12631,1,236,31,640.5,20.661290322580644,56,0,1.0,Finland,0
12633,4,1162,73,2163.98,21.425544554455445,58,229,0.017467248908296942,Germany,1
12635,2,1172,96,1689.18,16.724554455445546,89,65,0.03076923076923077,Germany,1
12637,8,3002,205,6021.9,15.440769230769229,66,256,0.03125,France,1
12638,1,577,39,671.69,17.222820512820515,32,0,1.0,Sweden,0
12639,1,201,22,486.1,22.095454545454547,238,0,1.0,Sweden,0
12640,3,311,47,1174.58,22.16188679245283,23,57,0.05263157894736842,France,1
12641,1,72,10,185.9,18.59,114,0,1.0,Sweden,0
12642,3,552,39,1013.26,21.558723404255318,24,82,0.036585365853658534,Germany,1
12643,6,1808,11,3344.64,139.35999999999999,127,204,0.029411764705882353,France,1
12644,1,325,31,477.91,15.416451612903227,129,0,1.0,Germany,0
12645,4,1084,58,1775.18,24.31753424657534,33,282,0.014184397163120567,Germany,1
12646,2,897,43,1346.97,29.932666666666666,4,44,0.045454545454545456,USA,1
12647,12,1431,78,3722.82,30.76710743801653,21,346,0.03468208092485549,Germany,1
12648,1,160,21,318.05,15.145238095238096,154,0,1.0,Germany,0
12649,3,586,28,623.51,20.113225806451613,106,105,0.02857142857142857,Germany,1
12650,1,254,20,314.44,15.722,2,0,1.0,France,0
12651,1,78,9,114.0,12.666666666666666,334,0,1.0,France,0
12652,1,505,48,919.98,19.16625,330,0,1.0,France,0
12653,2,919,37,2209.85,51.391860465116274,148,147,0.013605442176870748,Israel,1
12654,5,264,31,601.98,15.841578947368422,10,284,0.017605633802816902,Germany,1
12656,5,1723,89,4051.17,32.152142857142856,16,216,0.023148148148148147,France,1
12657,4,1044,35,1643.18,34.961276595744685,10,67,0.05970149253731343,France,1
12658,1,320,36,686.05,19.056944444444444,18,0,1.0,Germany,0
12659,1,105,5,91.68,18.336000000000002,29,0,1.0,France,0
12660,1,127,13,245.1,18.853846153846153,10,0,1.0,France,0
12662,11,2058,129,3849.78,16.73817391304348,0,372,0.02956989247311828,Germany,1
12664,9,1203,10,4881.88,131.94270270270272,7,314,0.028662420382165606,Finland,1
12665,1,37,3,63.0,21.0,324,0,1.0,Germany,0
12667,1,395,33,620.13,18.791818181818183,57,0,1.0,Finland,0
12668,4,1634,115,3807.15,23.64689440993789,11,343,0.011661807580174927,Germany,1
12669,2,1114,97,1607.73,16.0773,150,105,0.01904761904761905,France,1
12670,5,1397,58,2996.05,32.56576086956522,9,222,0.02252252252252252,France,1
12672,1,78,10,225.89999999999998,22.589999999999996,329,0,1.0,France,0
12673,2,351,42,610.52,14.536190476190475,4,321,0.006230529595015576,Germany,1
12674,4,1133,52,1970.6,23.742168674698792,38,169,0.023668639053254437,France,1
12676,6,670,33,1331.39,29.586444444444446,24,286,0.02097902097902098,Sweden,1
12678,12,10011,105,15995.98,97.53646341463414,41,311,0.03858520900321544,France,1
12679,4,554,43,1113.02,23.187916666666666,58,225,0.017777777777777778,France,1
12680,4,443,33,862.81,16.592499999999998,0,112,0.03571428571428571,France,1
12681,22,7536,267,13787.54,21.610564263322885,14,353,0.06232294617563739,France,1
12682,31,5575,209,12288.22,23.406133333333333,3,367,0.08446866485013624,France,1
12683,15,4987,177,8476.57,24.641191860465117,3,361,0.04155124653739612,France,1
12684,7,1985,61,2283.63,21.748857142857144,7,205,0.03414634146341464,France,1
12685,6,1523,117,2863.08,18.236178343949042,27,65,0.09230769230769231,France,1
12686,1,107,7,89.14,12.734285714285715,371,0,1.0,France,0
12688,1,3028,171,4873.8099999999995,28.501812865497072,113,0,1.0,Israel,0
12689,2,628,57,1247.61,17.327916666666667,25,101,0.019801980198019802,France,1
12690,1,106,16,389.01,24.313125,205,0,1.0,France,0
12691,6,394,21,1035.8,32.36875,27,329,0.0182370820668693,France,1
12693,4,255,35,855.91,21.946410256410257,126,192,0.020833333333333332,Germany,1
12694,2,509,32,869.67,23.504594594594593,69,112,0.017857142857142856,France,1
12695,4,220,23,582.1,21.55925925925926,6,203,0.019704433497536946,France,1
12697,3,508,37,957.59,23.355853658536585,28,140,0.02142857142857143,Sweden,1
12700,4,2967,193,4939.99,18.432798507462685,7,207,0.01932367149758454,France,1
12701,2,678,50,797.71,15.051132075471699,79,162,0.012345679012345678,Germany,1
12702,1,53,12,219.0,18.25,19,0,1.0,Germany,0
12703,1,164,21,283.55,13.502380952380953,70,0,1.0,Germany,0
12704,8,1006,64,2340.84,26.600454545454546,6,162,0.04938271604938271,Finland,1
12705,9,3997,228,6868.29,20.56374251497006,14,341,0.026392961876832845,Germany,1
12707,1,256,33,603.42,18.285454545454545,291,0,1.0,France,0
12708,10,1307,86,2712.91,17.27968152866242,29,338,0.029585798816568046,Germany,1
12709,15,3936,93,9736.52,46.81019230769231,14,351,0.042735042735042736,Germany,1
12710,3,851,75,1149.02,14.922337662337663,96,104,0.028846153846153848,Germany,1
12712,13,1062,58,4396.13,33.053609022556394,28,342,0.038011695906432746,Germany,1
12713,1,508,38,848.55,22.330263157894734,0,0,1.0,Germany,0
12714,5,3069,216,4708.86,18.18092664092664,8,285,0.017543859649122806,France,1
12715,1,197,20,353.86,16.85047619047619,105,0,1.0,Sweden,0
12716,2,708,60,1053.49,15.267971014492753,3,129,0.015503875968992248,France,1
12717,2,506,49,1030.98,18.74509090909091,150,94,0.02127659574468085,Greece,1
12718,1,203,19,238.25,12.539473684210526,70,0,1.0,France,0
12719,2,374,34,644.95,16.53717948717949,4,59,0.03389830508474576,France,1
12720,25,4672,211,5781.73,16.332570621468925,2,366,0.06830601092896176,Germany,1
12721,6,1959,133,2656.13,16.497701863354038,31,323,0.018575851393188854,France,1
12722,4,566,50,997.63,18.82320754716981,84,65,0.06153846153846154,France,1
12723,5,434,53,725.07,10.508260869565218,3,61,0.08196721311475409,France,1
12724,4,445,47,1031.41,19.460566037735852,4,327,0.012232415902140673,France,1
12725,1,164,24,427.8,17.825,370,0,1.0,Italy,0
12726,7,3143,57,2609.1,21.041129032258063,27,329,0.02127659574468085,France,1
12727,7,2098,109,3980.7,28.638129496402875,10,309,0.022653721682847898,France,1
12728,4,419,38,836.33,18.18108695652174,70,261,0.01532567049808429,France,1
12729,1,233,26,453.01,17.423461538461538,113,0,1.0,France,0
12731,12,8437,109,18895.91,68.96317518248175,23,341,0.03519061583577713,France,1
12732,1,111,12,236.26000000000002,19.688333333333336,179,0,1.0,France,0
12733,1,137,22,383.95,17.452272727272728,233,0,1.0,USA,0
12734,1,88,4,110.39999999999999,27.599999999999998,352,0,1.0,France,0
12735,2,368,38,779.5699999999999,18.12953488372093,314,21,0.09523809523809523,France,1
12736,1,173,4,234.0,58.5,332,0,1.0,France,0
12738,1,148,11,155.35,14.122727272727273,371,0,1.0,Germany,0
12739,2,486,38,1013.04,26.658947368421053,77,20,0.1,United Arab Emirates,1
12740,1,342,27,427.6,15.837037037037037,63,0,1.0,France,0
12743,2,319,114,546.43,4.077835820895522,133,0,2.0,Unspecified,1
12744,5,5236,178,9522.29,43.88152073732719,55,262,0.019083969465648856,Singapore,1
12747,11,1275,42,4196.01,40.737961165048546,1,366,0.030054644808743168,United Kingdom,1
12748,209,25747,1768,33719.73,7.338352557127313,0,372,0.5618279569892473,United Kingdom,1
12749,5,1471,160,4090.88,20.55718592964824,3,209,0.023923444976076555,United Kingdom,1
12750,1,137,15,275.88,18.392,128,0,1.0,Poland,0
12752,1,2262,53,4366.78,82.3920754716981,80,0,1.0,Norway,0
12753,6,11421,132,21429.39,108.77862944162436,22,339,0.017699115044247787,Japan,1
12754,3,6481,49,3010.74,47.78952380952381,235,72,0.041666666666666664,Japan,1
12755,1,3,3,17.549999999999997,5.849999999999999,280,0,1.0,Japan,0
12756,1,144,4,112.07999999999998,28.019999999999996,86,0,1.0,Japan,0
12757,11,2400,237,5373.14,14.561355013550136,15,195,0.05641025641025641,Portugal,1
12758,2,2135,84,2791.59,28.779278350515465,116,159,0.012578616352201259,Portugal,1
12759,3,902,81,1531.44,16.12042105263158,51,223,0.013452914798206279,Netherlands,1
12762,2,1227,62,1898.52,27.51478260869565,7,17,0.11764705882352941,Portugal,1
12763,2,316,16,494.08,27.448888888888888,137,230,0.008695652173913044,Japan,1
12764,1,386,45,1693.88,37.64177777777778,316,0,1.0,Lebanon,0
12766,7,3646,205,6989.63,22.547193548387096,3,362,0.019337016574585635,Portugal,1
12769,1,356,32,1143.6,35.7375,238,0,1.0,Brazil,0
12770,1,743,12,1351.45,112.62083333333334,210,0,1.0,Japan,0
12772,1,556,55,892.47,16.226727272727274,59,0,1.0,Portugal,0
12775,5,877,47,1386.04,21.00060606060606,16,294,0.017006802721088437,Netherlands,1
12778,6,825,40,822.23,16.4446,19,292,0.02054794520547945,Netherlands,1
12779,8,2024,88,3981.36,26.72053691275168,37,333,0.024024024024024024,Poland,1
12781,2,671,25,826.74,33.0696,63,221,0.00904977375565611,Czech Republic,1
12782,5,1086,81,2330.92,22.630291262135923,4,352,0.014204545454545454,Portugal,1
12783,6,624,76,2225.91,26.49892857142857,1,73,0.0821917808219178,Portugal,1
12784,2,300,54,574.42,9.73593220338983,8,6,0.3333333333333333,Portugal,1
12785,1,131,14,311.95,22.282142857142855,363,0,1.0,Portugal,0
12787,3,261,17,463.66,23.183,9,182,0.016483516483516484,Netherlands,1
12789,1,4,4,91.85,22.9625,64,0,1.0,Netherlands,0
12790,1,166,21,324.92,15.472380952380954,191,0,1.0,Netherlands,0
12791,1,97,2,192.60000000000002,96.30000000000001,373,0,1.0,Netherlands,0
12792,1,217,25,400.53999999999996,16.0216,256,0,1.0,Portugal,0
12793,2,295,21,545.48,22.728333333333335,334,36,0.05555555555555555,Portugal,1
12794,2,592,43,860.41,19.12022222222222,52,45,0.044444444444444446,Portugal,1
